report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
6/30/2019,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,79081573,124160523,97652656,574078,98226734,1.200,19145161,0.23120,Growth Equity,,,,,,,,,,,,,,
9/30/2019,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,74262773,128979323,96225613,902742,97128355,1.300,22865582,0.28780,Growth Equity,,,,,,,,,,,,,,
12/31/2019,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,162426405,40815691,222380167,902742,223282909,1.400,60856505,0.70260,Growth Equity,,,,,,,,,,,,,,
03/31/2020,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,171382857,38252480,155447466,20466340,175913806,1.000,4530949,0.04010,Growth Equity,,,,,,,,,,,,,,
06/30/2020,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,186297791,23337546,166682129,22931534,189613663,1.000,3315872,0.02190,Growth Equity,,,,,,,,,,,,,,
09/30/2020,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,192685116,16950220,176438241,22931534,199369775,1.000,6684658,0.03430,Growth Equity,,,,,,,,,,,,,,
12/31/2020,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,189033637,20601700,210086693,22931534,233018227,1.200,43984590,0.17720,Growth Equity,,,,,,,,,,,,,,
3/31/2021,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,188047787,21587550,209788842,23349662,233138504,1.200,45090717,0.15320,Growth Equity,,,,,,,,,,,,,,
06/30/2021,sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.",2/26/2019,200000000,188047787,21587550,213187859,23349662,236537521,1.300,48489734,0.14180,Growth Equity,,,,,,,,,,,,,,
12/31/2012,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,27972437,272027563,27815041,762386,28577427,1.000,604990,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2013,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,28895278,271104722,26959220,762386,27721606,1.000,-1173672,-0.04430,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2013,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,28895278,271104722,26501450,762386,27263836,0.900,-1631442,-0.06000,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2013,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,47631242,252368758,43536919,762386,44299305,0.900,-3331937,-0.10230,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2013,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,55131242,244868758,55471196,762386,56233582,1.000,1102340,0.02750,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2014,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,63182249,236817751,68374068,881269,69255337,1.100,6073088,0.10980,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2014,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,90205697,209794303,95921210,987506,96908716,1.100,6703019,0.09320,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2014,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,136658833,164591167,139784973,2327473,142112446,1.000,5453613,0.05320,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2014,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,148309106,155074929,155574937,4540675,160115612,1.100,11806506,0.08520,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2015,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,150594749,152789286,166553415,6208778,172762193,1.100,22167444,0.12450,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2015,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,175880008,127504027,196954372,6480360,203434732,1.200,27554724,0.12560,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2015,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,200028537,103355498,225306088,10304644,235610732,1.200,35582195,0.13280,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2015,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,200064777,103319258,227553725,11989662,239543387,1.200,39478610,0.12320,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2016,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,211356569,101328590,237277974,12685159,249963133,1.200,38606564,0.10420,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2016,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,244654491,97258985,253772282,41913476,295685758,1.200,51031267,0.11740,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2016,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,302727550,40460937,316510550,44033021,360543571,1.200,57816021,0.11530,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2016,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,302486290,43398469,317706455,60864660,378571115,1.300,76084825,0.13010,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2017,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,322228936,25040787,345033566,63286449,408320015,1.300,86091079,0.12990,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2017,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,322228936,25501395,316505037,101893401,418398438,1.300,96169502,0.13010,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2017,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,322228936,26632630,337180988,103124047,440305035,1.400,118076099,0.14270,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2017,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,322228936,31499164,305004986,157973947,462978933,1.400,140749997,0.15350,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2018,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,323265622,31873205,305775092,161760031,467535123,1.400,144269501,0.14730,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,323533938,31873205,314326955,189023197,503350152,1.600,179816214,0.16630,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,324555296,31870234,315733090,193001298,508734388,1.600,184179092,0.16090,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,324555296,31870234,323910661,195029677,518940338,1.600,194385042,0.15970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,325564097,30861433,324133552,203069125,527202677,1.600,201638580,0.15690,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,325586563,30861433,334378230,217430671,551808901,1.700,226222338,0.16380,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,326259202,30188794,332493236,228088393,560581629,1.700,234322427,0.16150,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,326259202,30188794,340934993,231687280,572622273,1.800,246363071,0.16120,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,326465210,30009295,298092307,234825453,532917760,1.600,206452550,0.13710,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,331289243,25185262,313957993,236410980,550368973,1.700,219079730,0.13840,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,331799937,24674568,338286098,236584291,574870389,1.700,243070452,0.14400,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,331848184,24674568,359396494,250222914,609619408,1.800,277771224,0.15280,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,332633236,23892263,369956382,251459799,621416181,1.900,288782945,0.15220,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.",11/30/2012,300000000,332633236,23892263,486661225,262035968,748697193,2.300,416063957,0.18570,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2017,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,0,250000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,40912322,209087678,40205864,0,40205864,1.000,-706458,-0.03550,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,40912322,209087678,39342103,0,39342103,1.000,-1570219,-0.04600,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2018,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,53577195,196422805,50359667,21875,50381542,0.900,-3195653,-0.07860,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2018,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,67664864,182335136,69383871,21875,69405746,1.000,1740882,0.03900,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2019,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,67664864,182335136,74387445,21875,74409320,1.100,6744456,0.12120,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2019,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,67664864,182335136,80616148,21875,80638023,1.200,12973159,0.17600,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2019,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,118041265,133793201,131464708,1856341,133321049,1.100,15279784,0.14930,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2019,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,105117286,146717180,122307634,1856341,124163975,1.200,19046689,0.14460,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
03/31/2020,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,123959345,127875121,131130879,1856341,132987220,1.100,9027875,0.05660,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2020,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,138914688,112919778,161676826,1856341,163533167,1.200,24618479,0.12310,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
09/30/2020,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,188865768,62968698,222119686,1856341,223976027,1.200,35110259,0.14400,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2020,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,214295017,37539449,265240778,1856341,267097119,1.200,52802102,0.17210,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2021,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,214295017,37539449,291806985,1856341,293663326,1.400,79368309,0.21070,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2021,tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.",2/15/2018,250000000,265356654,0,301817579,67734693,369552272,1.400,104195618,0.22930,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2021,tvi2jgmrnwej6lrbw45m,"Luminate Capital Partners III, L.P.",6/9/2021,150000000,0,150000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Small,,,,,,,,,,,,,,
06/30/2021,tvi2jgmrnwej6lrbw45m,"Luminate Capital Partners III, L.P.",6/9/2021,150000000,18487645,131512355,14953061,0,14953061,0.800,-3534584,-0.19120,Corporate Finance/Buyout - Small,,,,,,,,,,,,,,
12/31/2019,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,336469981,0,336469981,-847480,0,-847480,NA,-847480,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,330014851,0,330014851,-1960332,0,-1960332,NA,-1960332,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,335449937,35569756,299880181,33730081,0,33730081,0.900,-1839676,-0.05170,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,348689459,35569756,313119703,34634499,0,34634499,1.000,-935257,-0.02630,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,363109824,35569756,327540068,40528041,0,40528041,1.100,4958284,0.13940,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,348770247,35569756,313200491,36684776,0,36684776,1.000,1115020,0.03130,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,ucmllaca965039uarckc,Cinven Seventh Fund,4/7/2020,352799422,35569756,317229666,53552844,0,53552844,1.500,17983088,0.39460,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2014,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,1617328,198382672,515030,1189,516219,0.300,-1101109,-0.63540,Distressed Debt,,,,,,,,,,,,,,
6/30/2014,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,13738647,186261353,12349332,8937,12358269,0.900,-1380378,-0.25440,Distressed Debt,,,,,,,,,,,,,,
9/30/2014,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,13794553,186205447,12221291,25520,12246811,0.900,-1547742,-0.17710,Distressed Debt,,,,,,,,,,,,,,
12/31/2014,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,22431215,177568785,20597100,31007,20628107,0.900,-1803108,-0.17300,Distressed Debt,,,,,,,,,,,,,,
3/31/2015,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,34918534,165081466,33210215,31007,33241222,1.000,-1677312,-0.09760,Distressed Debt,,,,,,,,,,,,,,
6/30/2015,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,34918534,165081466,33168218,31007,33199225,1.000,-1719309,-0.06680,Distressed Debt,,,,,,,,,,,,,,
9/30/2015,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,45847854,154152146,45758607,31007,45789614,1.000,-58240,-0.00160,Distressed Debt,,,,,,,,,,,,,,
12/31/2015,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,51717960,148282040,51318606,31007,51349613,1.000,-368347,-0.00780,Distressed Debt,,,,,,,,,,,,,,
3/31/2016,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,51717960,150890976,50327409,2639943,52967352,1.000,1249392,0.02080,Distressed Debt,,,,,,,,,,,,,,
6/30/2016,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,81548776,121060160,83977209,2639943,86617152,1.100,5068376,0.06750,Distressed Debt,,,,,,,,,,,,,,
9/30/2016,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,81548776,121060160,88742277,2639943,91382220,1.100,9833444,0.10150,Distressed Debt,,,,,,,,,,,,,,
12/31/2016,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,81548776,121060160,89906218,2639943,92546161,1.100,10997385,0.09320,Distressed Debt,,,,,,,,,,,,,,
3/31/2017,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,94007286,108601650,106190801,2639943,108830744,1.200,14823458,0.10520,Distressed Debt,,,,,,,,,,,,,,
6/30/2017,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,94007286,108601650,108604734,2639943,111244677,1.200,17237391,0.10370,Distressed Debt,,,,,,,,,,,,,,
9/30/2017,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,94007286,114578120,95875237,17255914,113131151,1.200,19123865,0.10040,Distressed Debt,,,,,,,,,,,,,,
12/31/2017,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,102219491,106365915,109206551,17255914,126462465,1.200,24242974,0.11180,Distressed Debt,,,,,,,,,,,,,,
3/31/2018,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,102219491,105745014,114536887,17255914,131792801,1.300,29573310,0.12090,Distressed Debt,,,,,,,,,,,,,,
6/30/2018,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,102219491,105745014,120474655,17255914,137730569,1.300,35511078,0.12940,Distressed Debt,,,,,,,,,,,,,,
9/30/2018,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,102219491,102373143,118595609,23482170,142077779,1.400,39858288,0.13150,Distressed Debt,,,,,,,,,,,,,,
12/31/2018,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,112062261,92530373,123185087,23482170,146667257,1.300,34604996,0.10750,Distressed Debt,,,,,,,,,,,,,,
3/31/2019,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,106725801,94641741,122420602,23482170,145902772,1.400,39176971,0.11130,Distressed Debt,,,,,,,,,,,,,,
6/30/2019,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,106949655,94641741,109138660,36827854,145966514,1.400,39016859,0.10360,Distressed Debt,,,,,,,,,,,,,,
9/30/2019,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,107256795,94641741,104158243,40991475,145149718,1.400,37892923,0.09540,Distressed Debt,,,,,,,,,,,,,,
12/31/2019,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,107542860,94641741,111513664,43066765,154580429,1.400,47037569,0.10870,Distressed Debt,,,,,,,,,,,,,,
03/31/2020,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,107844769,94641741,97264444,48432875,145697319,1.400,37852550,0.08620,Distressed Debt,,,,,,,,,,,,,,
06/30/2020,ue4atzld4kkmqb9zh9w9,"TPG Opportunities Partners III, L.P.",2/6/2014,200000000,108112643,94641741,83623507,66161781,149785288,1.400,41672645,0.08990,Distressed Debt,,,,,,,,,,,,,,
12/31/2019,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,0,750000000,-6085942,0,-6085942,NA,-6085942,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,0,750000000,-22758149,0,-22758149,NA,-22758149,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,165906085,584093915,158251087,0,158251087,1.000,-7654998,-0.04610,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,165906085,584093915,181838532,0,181838532,1.100,15932447,0.09600,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,342346842,407653158,377479145,0,377479145,1.100,35132303,0.15940,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,524475345,227079789,592346320,1555134,593901454,1.100,69426109,0.25310,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.",4/7/2020,750000000,524475345,227079789,664604450,1555134,666159584,1.300,141684239,0.35190,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2016,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,0,200000000,0,0,0,NA,0,NA,Growth Equity,,,,,,,,,,,,,,
3/31/2017,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,1053873,198946127,0,0,0,0.000,-1053873,NA,Growth Equity,,,,,,,,,,,,,,
6/30/2017,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,2051132,197948868,0,0,0,0.000,-2051132,NA,Growth Equity,,,,,,,,,,,,,,
9/30/2017,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,2051132,197948868,0,0,0,0.000,-2051132,NA,Growth Equity,,,,,,,,,,,,,,
12/31/2017,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,31070784,168929216,26603964,0,26603964,0.900,-4466820,-0.71980,Growth Equity,,,,,,,,,,,,,,
3/31/2018,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,53041956,146958044,47382400,0,47382400,0.900,-5659556,-0.39260,Growth Equity,,,,,,,,,,,,,,
6/30/2018,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,54459558,145540442,48552878,0,48552878,0.900,-5906680,-0.21730,Growth Equity,,,,,,,,,,,,,,
9/30/2018,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,55453698,144546302,52773026,0,52773026,1.000,-2680672,-0.06710,Growth Equity,,,,,,,,,,,,,,
12/31/2018,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,55453698,138612579,48836024,0,48836024,0.900,-6617674,-0.12360,Growth Equity,,,,,,,,,,,,,,
3/31/2019,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,99424098,94642179,97438634,0,97438634,1.000,-1985464,-0.02820,Growth Equity,,,,,,,,,,,,,,
6/30/2019,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,100407433,93658844,106408213,0,106408213,1.100,6000780,0.06220,Growth Equity,,,,,,,,,,,,,,
9/30/2019,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,101401573,92664704,110946156,0,110946156,1.100,9544583,0.07750,Growth Equity,,,,,,,,,,,,,,
12/31/2019,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,127663932,72336068,139879515,0,139879515,1.100,12215583,0.08000,Growth Equity,,,,,,,,,,,,,,
03/31/2020,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,127663932,72336068,121596320,0,121596320,1.000,-6067612,-0.03410,Growth Equity,,,,,,,,,,,,,,
06/30/2020,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,147729852,52270148,170936136,0,170936136,1.200,23206284,0.10360,Growth Equity,,,,,,,,,,,,,,
09/30/2020,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,149691148,66645899,144477741,45858658,190336399,1.300,40645251,0.15110,Growth Equity,,,,,,,,,,,,,,
12/31/2020,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,149691148,66645899,144063162,50503078,194566240,1.300,44875092,0.14840,Growth Equity,,,,,,,,,,,,,,
3/31/2021,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,189574543,26762504,204394480,51228701,255623181,1.300,66048638,0.18880,Growth Equity,,,,,,,,,,,,,,
06/30/2021,usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.",2/1/2017,200000000,189574543,35638183,200877253,60104380,260981633,1.400,71407090,0.18150,Growth Equity,,,,,,,,,,,,,,
9/30/2019,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,0,355000000,-1417210,0,-1417210,NA,-1417210,NA,Growth Equity,,,,,,,,,,,,,,
12/31/2019,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,53250000,301750000,50441643,0,50441643,0.900,-2808357,-0.05270,Growth Equity,,,,,,,,,,,,,,
03/31/2020,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,53250000,301750000,44655418,0,44655418,0.800,-8594582,-0.16140,Growth Equity,,,,,,,,,,,,,,
